Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate
American (Traditional),"79 Wellington Street W
TD South Tower, 36th Fl.
Toronto, ON M5K 1J5",Stratus Restaurant,NA,43.646947,-79.381626,1.2
American (Traditional),"900 Dufferin St
Unit 3
Toronto, ON M6H 4A9",Swiss Chalet Rotisserie & Grill,$11-30,43.656013,-79.435247,0.9
American (Traditional),"Toronto Island Marina
Centre Island
Centre Island, ON",Upper Deck Bar,$11-30,43.623677,-79.38137,2.5
American (Traditional),"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,$31-60,43.65516,-79.412779,4.5
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,$11-30,43.701559,-79.39763,3.6
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ‘n’ Horse Saloon,$11-30,43.648171,-79.389077,0.5
American (Traditional),"3200 Dufferin Street
Toronto, ON M6A 2T3",Red Lobster,$11-30,43.718716,-79.456312,0.7
American (Traditional),"10 Disera Drive
Thornhill, ON L4J 9G7",Boneyard Grill,$11-30,43.810509,-79.454233,0.1
American (Traditional),"1077 Wilson Avenue
Toronto, ON M3K 1G7",Swiss Chalet Rotisserie & Grill,$11-30,43.726919,-79.480442,0.4
American (Traditional),"11 William Kitchen Rd
Toronto, ON M1P 5B7",Wild Wing,$11-30,43.772832,-79.280214,4.1
American (Traditional),"101 Wicksteed Ave
Toronto, ON M4G 4H9",Harvey’s Restaurants,$11-30,43.710664,-79.357532,3.1
American (Traditional),"2827 Dundas Street West
Toronto, ON M6P 1Y6",Shoxs Billiard Lounge,$11-30,43.665311,-79.463625,2
American (Traditional),"642 Dixon Road
Toronto, ON M9W 1J1",Swiss Chalet Rotisserie & Grill,NA,43.691384,-79.576671,1.8
American (Traditional),"1230 Sheppard Avenue W
Toronto, ON M3J 2P6",SVG Bar and Grill,NA,43.754982,-79.479419,0.2
American (Traditional),"34 King Street E
Toronto, ON M5C 2L9",Fit for Life,Under $10,43.649458,-79.376687,3.1
American (Traditional),"38 The Esplanade
Toronto, ON M5E 1A1",Tilted Kilt Pub & Eatery,$11-30,43.64693,-79.374978,2.9
American (Traditional),"51 saint nicholas street
Toronto, ON M4Y 1W6",The Diner’s Corner,NA,43.667031,-79.386203,4.6
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,$11-30,43.701559,-79.39763,0.7
American (Traditional),"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,$11-30,43.71367,-79.365092,4.4
American (Traditional),"2452 Sheppard Avenue E
Toronto, ON M2J 4W6",Chuck E. Cheese’s,Under $10,43.775773,-79.325493,2.8
American (Traditional),"4700 Keele Street
Toronto, ON M3J 1P3",freshii,NA,43.774268,-79.503943,4
American (Traditional),"480 Bayview Avenue
Toronto, ON M4W",Raw Food Restaurant,NA,43.678711,-79.368263,3.4
American (Traditional),"523 Danforth Avenue
Toronto, ON M4K 1P7",Popeyes Louisiana Kitchen,Under $10,43.67824,-79.348202,2.3
American (Traditional),"557 Dixon Road
Unit 130
Toronto, ON M9W 1H7",St. Louis Bar & Grill,$11-30,43.689977,-79.57165,1.6
American (Traditional),"121 Dundas Street W
Toronto, ON M5G 1C4",Denny’s,$11-30,43.655371,-79.384432,2.8
American (Traditional),"2955 Bloor St W
Toronto, ON M8X 1B8",Swiss Chalet Rotisserie & Grill,$11-30,43.647773,-79.508321,0.1
American (Traditional),"7 King Street E
Toronto, ON M5C 3C5",The Office Pub on King,$11-30,43.649065,-79.37693,2.2
American (Traditional),"49 Eglinton Ave East
Toronto, ON M4P 1G6",Harvey’s Restaurants,$11-30,43.706983,-79.396499,0.8
American (Traditional),"2990 Eglinton Ave E
Toronto, ON M1J 2E4",Swiss Chalet Rotisserie & Grill,$11-30,43.740597,-79.232747,4.5
American (Traditional),"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,4.2
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",The Porch Toronto,$11-30,43.648213,-79.389095,2.9
American (Traditional),"200 Bay St
Unit F1
Toronto, ON M5J 2J1",Swiss Chalet Rotisserie & Grill,Under $10,43.646449,-79.379615,2.7
American (Traditional),"1800 Sheppard Ave. East
Unit 2044
Toronto, ON M2J 5A7",Moxie’s Grill & Bar,$11-30,43.777878,-79.344654,3
American (Traditional),"5487 Dundas St W
Toronto, ON M9B 1B5",Swiss Chalet Rotisserie & Grill,NA,43.632035,-79.543838,2.1
American (Traditional),"2058 Ellesmere Road
Unit 3
Toronto, ON M1H 2V6",La Sani Grill,$11-30,43.776412,-79.234966,0.1
American (Traditional),"600 Dixon Rd
Toronto, ON M9W 1J1",Perkins Restaurant & Bakery,$11-30,43.692686,-79.572725,3.1
American (Traditional),"269 Rexdale Blvd
Toronto, ON M9W 1P7",Swiss Chalet Rotisserie & Grill,NA,43.712145,-79.577535,2.6
American (Traditional),"Centerpoint Mall
6508 Yonge Street
Toronto, ON M2M 4J8",Pickle Barrel,$11-30,43.795813,-79.421306,4.6
American (Traditional),"14 Duncan Street
Toronto, ON M5H 3G8",Grace O’Malley’s,$11-30,43.647686,-79.388585,1.8
American (Traditional),"1800 Sheppard Ave. E.
Unit 2016
Toronto, ON M2J 5A7",St. Louis Bar & Grill,$11-30,43.777758,-79.344451,2.5
American (Traditional),"7355 Bayview Ave
Unit 2
Markham, ON L3T 5Z2",Ramona’s Kitchen,$11-30,43.813408,-79.398656,2.7
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,$11-30,43.701559,-79.39763,4.7
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ‘n’ Horse Saloon,$11-30,43.648171,-79.389077,4.7
American (Traditional),"104-33 Yonge Street
Toronto, ON M5E 1G4",Fran’s Restaurant,$11-30,43.647539,-79.376024,2
American (Traditional),"2454 Lake Shore Boulevard W
Etobicoke, ON M8V 1C9",Canadiana Restaurant,Under $10,43.613697,-79.489376,2.9
American (Traditional),"2130 Lawrence Ave E
Toronto, ON M1R 3A6",Swiss Chalet Rotisserie & Grill,$11-30,43.745827,-79.289001,2.6
American (Traditional),"853 Milner Ave
Toronto, ON M1B 3C3",Swiss Chalet Rotisserie & Grill,$11-30,43.800394,-79.198418,3.4
American (Traditional),"8074 Islington Avenue
Woodbridge, ON L4L 1W5",Memphis BBQ,$11-30,43.789337,-79.587131,0.7
American (Traditional),"125 Bremner Blvd
Toronto, ON M5J 3A8",Hoops Sports Bar & Grill,$11-30,43.642256,-79.383064,0.5
American (Traditional),"1492 Dundas Street E
Unit 1
Mississauga, ON L4X 1L4",Crabby Joe’s,$11-30,43.61176,-79.581075,2.7
American (Traditional),"2800 Skymark Avenue
Mississauga, ON L4W 5A7",The Bull - Pub & Grill,$11-30,43.662458,-79.592776,2.6
American (Traditional),"1060 Wilson Avenue
North York, ON M3K 1G6",Peter G’s Bar and Grill,$11-30,43.728424,-79.479947,0.7
American (Traditional),"1980 Avenue Road
North Toronto, ON M5M 4A4",Drums N Flats,$11-30,43.735113,-79.420186,2.2
American (Traditional),"100 Adelaide Street E
Toronto, ON M5C 1K9",Pearl Diver,$11-30,43.65157,-79.37377,4.5
American (Traditional),"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,$11-30,43.71367,-79.365092,1.6
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ‘n’ Horse Saloon,$11-30,43.648171,-79.389077,1.8
American (Traditional),Sherway Gardens,Beaumont Kitchen,$31-60,43.61179,-79.554725,4.7
American (Traditional),"1448 Lawrence Avenue E
North York, ON M4A 2S8",Georgy Porgys,$11-30,43.742146,-79.314609,1.3
American (Traditional),"898 Don Mills Rd
North York, ON M3C 1V6",Harvey’s Restaurants,Under $10,43.726573,-79.341009,0.9
American (Traditional),"302 O'connor Drive
East York, ON M4J 2T8",The Wally Tap & Grill,Under $10,43.694726,-79.343373,2.2
American (Traditional),"150 Windflower Gate
Woodbridge, ON L4L 9K8",Slumdog Bar & Grill,$11-30,43.790688,-79.552224,2.7
American (Traditional),"205 Marycroft Avenue
Vaughan, ON L4L 5X8",Swiss Chalet Rotisserie & Grill,$11-30,43.785251,-79.564839,4.3
American (Traditional),"925 Dixon Road
Etobicoke, ON M9R 1J8",Turtle Jack’s Muskoka Grill,$11-30,43.692276,-79.567202,1.3
American (Traditional),"12 Lebovic Ave
Unit 9
Scarborough, ON M1L 4V9",East Side Mario’s,$11-30,43.723936,-79.290721,4.9
American (Traditional),"2 Ronson Drive
Etobicoke, ON M9W 1B2",Route 401 Diner,Under $10,43.702249,-79.563089,4.9
American (Traditional),"1448 Lawrence Avenue E
North York, ON M4A 2S8",Shooters Snooker & Sports Club,Under $10,43.742146,-79.314609,3
American (Traditional),"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,1.4
American (Traditional),"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,$31-60,43.65516,-79.412779,2.5
American (Traditional),"3240 Dufferin Street
Unit 3
North York, ON M6A 2T3",Orfus Wrap and Grill,Under $10,43.719681,-79.457108,2.4
American (Traditional),"15 Stavebank Road S
Mississauga, ON L5G 2T2",Breakwater Fine Dining,Above $61,43.551327,-79.584264,4.5
American (Traditional),"90 Edgeley Blvd
Unit 106
Vaughan, ON L4K 5W7",St. Louis Bar & Grill,$11-30,43.796641,-79.533099000000007,2.8
American (Traditional),"105 Lakeshore Road E
Mississauga, ON L5G 1E2",Roc’n Doc’s,$11-30,43.553632,-79.583437,0
American (Traditional),"345 Bloor St E
Toronto, ON M4W 3J6",Swiss Chalet Rotisserie & Grill - Temp. CLOSED,$11-30,43.671596,-79.378396,4.9
American (Traditional),"383 Albion Road
Etobicoke, ON M9W 3P4",Alaruba Restaurant,NA,43.725427,-79.550955,4.1
American (Traditional),"30 Colossus Drive
Unit B
Vaughan, ON L4L 0B7",Moxie’s Grill & Bar,$11-30,43.787151,-79.543407,3.7
American (Traditional),"55 Reading Court
Etobicoke, ON M9W 7K7",Moxie’s Grill & Bar,$11-30,43.689727,-79.590799,1.3
American (Traditional),"2900 Steeles Avenue E
Markham, ON L3T 7R5",Wimpy’s Diner,$11-30,43.812804,-79.358631,1
American (Traditional),"3466 Dundas Street W
York, ON M6S 2S1",Pegasus Bar & Grill,Under $10,43.666013,-79.48749,2
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,$11-30,43.701559,-79.39763,1.9
American (Traditional),"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,Under $10,43.645852,-79.387863,1.9
American (Traditional),"7700 Bathurst St
Thornhill, ON L4J 7Y3",Swiss Chalet Rotisserie & Grill,$11-30,43.809683,-79.451262,1.9
American (Traditional),"40 Lakeshore Road E
Mississauga, ON L5G 1C8",The Pump House Grille,$11-30,43.552156,-79.585443,3.8
American (Traditional),"3373 Bloor Street W
Etobicoke, ON M8X 1G2",Orwells Restaurant,$11-30,43.64467,-79.522917,3.6
American (Traditional),"4441 Highway 7
Woodbridge, ON L4L 5W6",Galaxie Diner,Under $10,43.784848,-79.569376,4.6
American (Traditional),"171 Carlingview Drive
Etobicoke, ON M9W 5E8",Hooters,NA,43.681228,-79.592438,4.3
American (Traditional),"5307 Yonge St
North York, ON M2N 5R4",St. Louis Bar & Grill,$11-30,43.773186,-79.413604,4
American (Traditional),"3252 Sheppard Avenue E
Scarborough, ON M1T 3K3",Red Lobster,$11-30,43.777184,-79.314778,3.5
American (Traditional),"2206 Dundas St E
Mississauga, ON L4X 1L9",Bounty Grill,$11-30,43.625435,-79.564816,1.5
American (Traditional),"2105 Lawrence Avenue E
Scarborough, ON M1R 2Z4",Diana’s Oyster Bar and Grill,$31-60,43.745922,-79.291433,1.4
American (Traditional),"1381 Lakeshore Road East
Mississauga, ON L5E 2P3",Lily’s Place,$11-30,43.585041,-79.550176,3
American (Traditional),"244 Jane Street
Toronto, ON M6S 3Y8",Campo,$11-30,43.655118,-79.486959,3
American (Traditional),"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,$31-60,43.65516,-79.412779,1.7
American (Traditional),"5941 Leslie Street
North York, ON M2H 1J8",Pickle Barrel Restaurant,$11-30,43.798709,-79.370005,4
American (Traditional),"55 Town Centre Court
Unit 101
Scarborough, ON M1P 4X4",St. Louis Bar & Grill,$11-30,43.774155,-79.253781,1.3
American (Traditional),"6-4801 Steeles Avenue W
North York, ON M9L 2W1",Flaming Star,NA,43.770602,-79.541062,0.5
American (Traditional),"1505 Dundas St E
Mississauga, ON L4X 1L3",Harvey’s Restaurants,Under $10,43.611984,-79.581664,3.2
American (Traditional),"640 Dixon Rd
Etobicoke, ON M9W 1J1",Fox Bistro,NA,43.692188,-79.576546,0.4
American (Traditional),"252 Lakeshore Rd W
Mississauga, ON L5H 1G6",Swiss Chalet Rotisserie & Grill,NA,43.546859,-79.592271,0.1
American (Traditional),"805 The Queensway
Etobicoke, ON M8Z 1N6",Harvey’s Restaurants,$11-30,43.6253,-79.507218,1.2
American (Traditional),"1790 The Queensway
Etobicoke, ON M9C 5H5",Red Lobster,$11-30,43.614575,-79.558396,4.3
American (Traditional),"1000 Rowntree Dairy Rd
Woodbridge, ON L4L 5X3",Harvey’s Restaurants,NA,43.784138,-79.568114,1.6
American (Traditional),NA,The Mighty Cob,NA,NA,NA,0.4
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,$11-30,43.701559,-79.39763,4.5
American (Traditional),"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,2.1
American (Traditional),"1248 Dundas Street E
Mississauga, ON L4Y 2C1",Gametime Eatery & Entertainment,$11-30,43.605843,-79.585751,3.5
American (Traditional),"808 York Mills Rd
Unit A-24
North York, ON M3B 1X8",St. Louis Bar & Grill,$11-30,43.754089,-79.357989,4.6
American (Traditional),"7291 Yonge Street
Thornhill, ON L3T 2A9",Red Lobster,$11-30,43.805246,-79.421279,2.8
American (Traditional),"330 Steeles Avenue W
Thornhill, ON L4J 6X6",Tickled Toad Pub & Grill,$11-30,43.79573,-79.430827,4.4
American (Traditional),"1 Promenade Circle
Unit F112
Vaughan, ON L4J 4P8",Bourbon Street Grill,NA,43.806667,-79.4524,1.6
American (Traditional),"286 Attwell Drive
Etobicoke, ON M9W 5B2",JP’s Grill & Bar,NA,43.697461,-79.593791,2.3
American (Traditional),"5485 Dundas St W
Etobicoke, ON M9B 1B5",Harvey’s Restaurants,Under $10,43.632487,-79.544033,3.3
American (Traditional),"4120 Steeles W
Woodbridge, ON L4L 4V2",Cameo Lounge,$11-30,43.769284,-79.556527,2.7
American (Traditional),"241 Lakeshore Road E
Mississauga, ON L5G 1G8",Dunk’n Dip,$11-30,43.559354,-79.577141,3.2
American (Traditional),"4548 Dufferin St
Unit A
North York, ON M3H 5R9",St. Louis Bar & Grill,$11-30,43.767869,-79.467415,2.4
American (Traditional),"2105 Lawrence Avenue E
Scarborough, ON M1R 2Z4",Diana’s Oyster Bar and Grill,$31-60,43.745922,-79.291433,0.8
American (Traditional),"100 Adelaide Street E
Toronto, ON M5C 1K9",Pearl Diver,$11-30,43.65157,-79.37377,4.3
American (Traditional),"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,2.5
American (Traditional),"120 Interchange Way
Vaughan, ON L4K 5C3",Dave & Buster’s,$11-30,43.788791,-79.535297,1.6
American (Traditional),"1780 Markham Rd
Scarborough, ON M1B 2W2",Harvey’s Restaurants,Under $10,43.794709,-79.240328,3.2
American (Traditional),"3343 Bayview Ave
North York, ON M2K 1G4",Harvey’s Restaurants,Under $10,43.792358,-79.393536,2.8
American (Traditional),"4207 Keele Street
North York, ON M3J 3T8",Hoops Sports Bar & Grill,$11-30,43.773345,-79.493015,2.1
American (Traditional),"Toronto Pearson Airport
3111 Convair Drive
Mississauga, ON L5P",Red Rockets 192 Grill,$11-30,43.671829,-79.596278,2.7
American (Traditional),"2555 Victoria Park Ave
Scarborough, ON M1T 1A3",Harvey’s Restaurants,Under $10,43.773067,-79.321757,1.1
American (Traditional),"269 Rexdale Blvd
Rexdale, ON M9W 1P7",Harvey’s Restaurants,NA,43.712279,-79.577259,2.2
American (Traditional),"2310 Lawrence Ave E
Scarborough, ON M1P 2P9",Harvey’s Restaurants,Under $10,43.7495,-79.27619,3.4
American (Traditional),"1118 Centre Street
Unit 7, 8, 9
Vaughan, ON L4J 7R9",Mirage Restaurant and Banquet Hall,NA,43.810062,-79.462088,0.8
American (Traditional),"1455 Dundas St East
Mississauga, ON L4X 1L3",Swiss Chalet Rotisserie & Grill,$11-30,43.610988999999996,-79.582755,0.5
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ‘n’ Horse Saloon,$11-30,43.648171,-79.389077,0.4
American (Traditional),"577 College Street
Toronto, ON M6G 1B2",Sidecar,$31-60,43.6552,-79.413083,2.2
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ‘n’ Horse Saloon,$11-30,43.648171,-79.389077,3
American (Traditional),"589 North Service Road
Mississauga, ON L5A 1B2",Mama Rosa,$11-30,43.581759,-79.586291,0.7
American (Traditional),"853 Milner Ave
Scarborough, ON M1B 5N6",Harvey’s Restaurants,$11-30,43.800355,-79.198406,1
American (Traditional),"300 Borough Dr
215
Scarborough, ON M1P 4P5",Moxie’s Grill & Bar,$11-30,43.776146,-79.257638,3.7
American (Traditional),"1118 Centre Street
Vaughan, ON L4J 7R9",1118 Bistro Bar and Grill,NA,43.810062,-79.462088,3.8
American (Traditional),"648 Dixon Rd
Etobicoke, ON M9W 1J1",Harvey’s Restaurants,Under $10,43.691284,-79.576438,1.8
American (Traditional),"633 Markham Road
Scarborough, ON M1H 3G7",Redhead’s Restaurant,NA,43.759992,-79.22533,2.4
American (Traditional),"Toronto Airport
6300 Silverdart Dr
Mississauga, ON L5P 1B2",Swiss Chalet Rotisserie & Grill,$11-30,43.671295,-79.596051,4.1
American (Traditional),"4190 Kingston Road
Scarborough, ON M1E 4W1",Sunny Sportsbar & Grill,NA,43.759418,-79.1978,3.2
American (Traditional),"7335 Yonge St
Thornhill, ON L3T 2B2",Sports Nut Bar & Grill,NA,43.806259,-79.422135,2.6
American (Traditional),"800 Petrolia Road
North York, ON M3J 3K4",Tashkent Restaurant,NA,43.779369,-79.489809,4.4
American (Traditional),"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,$31-60,43.65516,-79.412779,4.1
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,$11-30,43.701559,-79.39763,0.3
American (Traditional),"100 Adelaide Street E
Toronto, ON M5C 1K9",Pearl Diver,$11-30,43.65157,-79.37377,2.2
American (Traditional),"Pearson International Airport Terminal 3
3111 Convair Dr
Mississauga, ON L4W 1S9",Swiss Chalet Rotisserie and Grill/Roost,NA,43.671142,-79.59607,0.5
Chinese,"309 Spadina Avenue
Toronto, ON M5T 2E6",Swatow Restaurant,$11-30,43.653836,-79.398109,2.4
Chinese,"66 Edward Street
Toronto, ON M5G 1C9",GB Hand-pulled Noodles,$11-30,43.656641,-79.383747,2.3
Chinese,"214 King Street W
Toronto, ON M5H 3S6",Lee Chen Asian Bistro,$11-30,43.647369,-79.386763,1.4
Chinese,"328 Spadina Avenue
Toronto, ON M5T 2E7",Dumpling House Restaurant,Under $10,43.65379,-79.398698,0.1
Chinese,"503 College Street
Toronto, ON M6G 1A5",DaiLo,$31-60,43.655808,-79.409905,3.5
Chinese,"2181 Bloor Street W
Toronto, ON M6S 1N2",Delights of China,Under $10,43.651263,-79.474637,0.3
Chinese,DoubleTree by Hilton,Lai Wah Heen,$31-60,43.654671,-79.386172,1.7
Chinese,"472 Dundas Street W
Toronto, ON M5T 1G8",Hong Kong Bistro Cafe,Under $10,43.653312,-79.396844,3.3
Chinese,"263 Spadina Avenue
Toronto, ON M5T 2E3",Homemade Ramen,Under $10,43.65239,-79.397391,2.7
Chinese,"123 Queen Street W
Toronto, ON M5H 3M9",Noodle King,Under $10,43.651181,-79.384465,0.1
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,Under $10,43.640388,-79.438338,1.6
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,$31-60,43.801976,-79.295159,3
Chinese,"358 Spadina ave
Toronto, ON M5T 2G4",Fudao noodle house,Under $10,43.654617,-79.399092,0.6
Chinese,"739 Queen St E
Toronto, ON M4M 1H3",Lucky Star Restaurant,Under $10,43.659188,-79.348408,4.5
Chinese,"1572 Bloor St W
Toronto, ON M6P 1A4",China Island,Under $10,43.656176,-79.453861,0.5
Chinese,"771 Dundas Street W
Toronto, ON M6J 1T9",Chop Chop,Under $10,43.651939,-79.40702,4.2
Chinese,"832 Yonge Street
Toronto, ON M4W 2H1",Lee Chen Asian Bistro,$11-30,43.671326,-79.387447,4.8
Chinese,"69 Yorkville Avenue
Toronto, ON M5R 1B8",Dynasty Chinese Cuisine,$11-30,43.671054,-79.390955,0.2
Chinese,"623 Bloor Street W
Toronto, ON M6G 1K8",Chinese Dumpling House,Under $10,43.664477,-79.414155,1
Chinese,"484 Dundas St W
Toronto, ON M5T 1G9",House of Gourmet,$11-30,43.653225,-79.397247,2.7
Chinese,"730 Yonge Street
Toronto, ON M4Y 2B7",K-Wok,NA,43.668912,-79.38647,3.8
Chinese,"327 Spadina Avenue
Unit A
Toronto, ON M5T 2E9",Chine Hot Pot & Noodles,$11-30,43.654507,-79.398409,1.1
Chinese,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,3.3
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,2.6
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,1.5
Chinese,"296 Spadina Avenue
Toronto, ON M5T 2E7",King’s Noodle Restaurant,Under $10,43.653105,-79.398541,0.2
Chinese,"349 Broadview Ave
Toronto, ON M4M 2H1",Wok & Roast Chinese BBQ,Under $10,43.665067,-79.352328,4.6
